Tank_ID,date,AM_PM,temp_C,DO_perc,DO_mgL
28,5/1/2023,AM,14.9,83.9,8.43
29,5/1/2023,AM,14.9,63.9,6.39
30,5/1/2023,AM,15.1,74,7.42
1,5/1/2023,PM,19.8,94.8,8.63
2,5/1/2023,PM,19.9,55.9,5.07
3,5/1/2023,PM,19.8,123.9,11.3
4,5/1/2023,PM,19.6,77.1,7.02
5,5/1/2023,PM,19.6,121.1,11.05
6,5/1/2023,PM,19.3,61.3,5.6
7,5/1/2023,PM,19.2,125.2,11.56
8,5/1/2023,PM,19.2,101.3,9.3
9,5/1/2023,PM,18.9,107.9,10.02
10,5/1/2023,PM,18.6,97.3,9.07
11,5/1/2023,PM,19.2,139.5,12.89
12,5/1/2023,PM,19,131,12.14
13,5/1/2023,PM,18.9,136.8,12.68
14,5/1/2023,PM,18.8,97.5,9.03
15,5/1/2023,PM,18.7,92.5,8.61
16,5/1/2023,PM,19,143.7,13.32
17,5/1/2023,PM,19,130.7,12.06
18,5/1/2023,PM,18.9,82.2,7.45
19,5/1/2023,PM,18.8,128.5,12.04
20,5/1/2023,PM,18.6,86.7,8.07
21,5/1/2023,PM,19,147.4,13.61
22,5/1/2023,PM,19,101,9.36
23,5/1/2023,PM,18.8,137.2,12.75
24,5/1/2023,PM,18.7,134.5,12.53
25,5/1/2023,PM,18.7,92.7,8.62
26,5/1/2023,PM,19.1,94.4,8.74
27,5/1/2023,PM,19,147.4,13.68
28,5/1/2023,PM,19.2,103.1,9.51
29,5/1/2023,PM,19,77,7.11
30,5/1/2023,PM,19.1,86.8,8.02
1,5/2/2023,AM,15.1,80.4,8.07
2,5/2/2023,AM,15.1,45.2,4.54
3,5/2/2023,AM,15,101.4,10.2
4,5/2/2023,AM,14.8,0.62,6.23
5,5/2/2023,AM,14.9,98.6,9.89
6,5/2/2023,AM,14.9,49.5,4.97
7,5/2/2023,AM,14.9,99.3,10.08
8,5/2/2023,AM,14.8,82.8,8.36
9,5/2/2023,AM,14.7,89.4,9.04
10,5/2/2023,AM,14.6,80.9,8.2
11,5/2/2023,AM,14.9,111.7,11.22
12,5/2/2023,AM,14.8,106.5,10.75
13,5/2/2023,AM,14.9,108.5,10.95
14,5/2/2023,AM,14.8,80.7,8.12
15,5/2/2023,AM,14.7,74.8,7.56
16,5/2/2023,AM,14.9,118.7,11.88
17,5/2/2023,AM,15,105.6,10.67
18,5/2/2023,AM,15,65.6,6.58
19,5/2/2023,AM,14.9,104.8,10.61
20,5/2/2023,AM,14.8,74.5,7.48
21,5/2/2023,AM,14.9,119.4,12.09
22,5/2/2023,AM,15,86.7,8.7
23,5/2/2023,AM,15,111.7,11.3
24,5/2/2023,AM,14.9,111.1,11.24
25,5/2/2023,AM,14.9,77,7.73
26,5/2/2023,AM,15.1,81.7,8.18
27,5/2/2023,AM,15.1,117.4,11.75
28,5/2/2023,AM,15.4,87.5,8.71
29,5/2/2023,AM,15.3,66,6.6
30,5/2/2023,AM,15.5,76.5,7.62
1,5/2/2023,PM,22.5,93.4,8.12
2,5/2/2023,PM,22.3,54.2,4.71
3,5/2/2023,PM,22.1,132.8,11.56
4,5/2/2023,PM,21.6,80.2,7.04
5,5/2/2023,PM,21.9,121.4,10.65
6,5/2/2023,PM,21.8,55.7,4.88
7,5/2/2023,PM,21.3,121.6,11.64
8,5/2/2023,PM,21.1,108.2,9.61
9,5/2/2023,PM,20.6,106.6,9.57
10,5/2/2023,PM,20.4,99.3,8.93
11,5/2/2023,PM,21.7,143.2,13.5
12,5/2/2023,PM,21.1,133.5,11.86
13,5/2/2023,PM,20.9,140.4,12.56
14,5/2/2023,PM,20.5,96.3,8.64
15,5/2/2023,PM,20.5,90.3,8.11
16,5/2/2023,PM,21.5,143.7,12.73
17,5/2/2023,PM,21.2,134.5,11.97
18,5/2/2023,PM,20.8,76.5,6.82
19,5/2/2023,PM,20.6,133.3,11.96
20,5/2/2023,PM,20.5,87,7.78
21,5/2/2023,PM,21.7,149.6,13.17
22,5/2/2023,PM,21.1,107.5,9.53
23,5/2/2023,PM,20.8,144.4,12.89
24,5/2/2023,PM,20.5,138.1,12.42
25,5/2/2023,PM,21.9,96.6,8.45
26,5/2/2023,PM,20.7,93.2,8.35
27,5/2/2023,PM,21.5,152.7,13.51
28,5/2/2023,PM,21.5,108.5,9.58
29,5/2/2023,PM,21.1,79.5,7.06
30,5/2/2023,PM,21.5,91.4,8.04
1,5/3/2023,AM,16,74.3,7.32
2,5/3/2023,AM,15.9,44.4,4.38
3,5/3/2023,AM,15.9,104.4,10.27
4,5/3/2023,AM,15.6,64.3,6.38
5,5/3/2023,AM,NA,91.1,9
6,5/3/2023,AM,15.8,49.5,4.84
7,5/3/2023,AM,15.8,98.3,9.73
8,5/3/2023,AM,15.6,84.8,8.42
9,5/3/2023,AM,15.5,86.9,8.66
10,5/3/2023,AM,15.3,76.9,7.68
11,5/3/2023,AM,15.9,107.9,10.68
12,5/3/2023,AM,15.7,105.2,10.43
13,5/3/2023,AM,15.7,108.3,10.73
14,5/3/2023,AM,15.6,79.8,7.21
15,5/3/2023,AM,15.4,72.1,7.17
16,5/3/2023,AM,15.9,112.3,11.09
17,5/3/2023,AM,15.9,103.8,10.2
18,5/3/2023,AM,15.8,61.3,6.05
19,5/3/2023,AM,15.6,102.6,10.21
20,5/3/2023,AM,15.4,70.1,6.99
21,5/3/2023,AM,15.9,114.4,11.25
22,5/3/2023,AM,15.8,86.2,8.5
23,5/3/2023,AM,15.7,110.9,10.95
24,5/3/2023,AM,15.5,108,10.75
25,5/3/2023,AM,15.5,74.1,7.37
26,5/3/2023,AM,16,78.1,7.7
27,5/3/2023,AM,15.8,113.8,11.27
28,5/3/2023,AM,15.7,85.4,8.45
29,5/3/2023,AM,15.6,64.2,6.37
30,5/3/2023,AM,15.7,72.8,7.2
1,5/3/2023,PM,21.6,89.4,7.85
2,5/3/2023,PM,21.5,51.8,4.57
3,5/3/2023,PM,21.3,133.5,11.83
4,5/3/2023,PM,21,83.1,7.35
5,5/3/2023,PM,20.4,115.6,10.3
6,5/3/2023,PM,21.1,56,4.95
7,5/3/2023,PM,20.8,125.6,11.36
8,5/3/2023,PM,20.6,111.7,10
9,5/3/2023,PM,20.2,102.7,9.27
10,5/3/2023,PM,19.9,97.5,8.87
11,5/3/2023,PM,21,133.5,11.97
12,5/3/2023,PM,20.5,126.3,11.22
13,5/3/2023,PM,20.4,139.4,12.41
14,5/3/2023,PM,20.1,92.1,8.33
15,5/3/2023,PM,19.9,83.7,7.06
16,5/3/2023,PM,20.7,141,12.64
17,5/3/2023,PM,20.6,133.3,11.97
18,5/3/2023,PM,20.3,68.6,6.16
19,5/3/2023,PM,20.1,128.7,11.67
20,5/3/2023,PM,19.9,85,7.07
21,5/3/2023,PM,20.8,140.7,12.66
22,5/3/2023,PM,20.5,104,9.33
23,5/3/2023,PM,20.2,140.1,12.7
24,5/3/2023,PM,20,135.9,12.33
25,5/3/2023,PM,20,94.7,8.51
26,5/3/2023,PM,20.9,91.9,8.19
27,5/3/2023,PM,20.5,142.5,12.91
28,5/3/2023,PM,20.6,110,9.77
29,5/3/2023,PM,20.3,80.1,7.15
30,5/3/2023,PM,20.4,86.5,7.77
1,5/21/2023,AM,17.8,80.3,7.6
2,5/21/2023,AM,17.8,101,9.58
3,5/21/2023,AM,17.7,94.8,9.47
4,5/21/2023,AM,17.6,66.9,6.36
5,5/21/2023,AM,17.5,53.4,5.1
6,5/21/2023,AM,17.8,67.6,6.42
7,5/21/2023,AM,17.7,105,9.99
8,5/21/2023,AM,17.6,107.6,10.3
9,5/21/2023,AM,17.5,69.2,6.61
10,5/21/2023,AM,117.5,74.8,7.12
11,5/21/2023,AM,17.8,110.7,10.49
12,5/21/2023,AM,17.7,90.2,8.54
13,5/21/2023,AM,17.6,128.8,12.26
14,5/21/2023,AM,17.5,83.1,7.92
15,5/21/2023,AM,17.5,73.3,7
16,5/21/2023,AM,17.8,54.3,5.16
17,5/21/2023,AM,17.7,108.1,10.27
18,5/21/2023,AM,17.7,71.7,6.8
19,5/21/2023,AM,17.6,119.5,11.42
20,5/21/2023,AM,17.5,82.8,7.89
21,5/21/2023,AM,17.7,129.3,12.29
22,5/21/2023,AM,17.8,96.3,9.14
23,5/21/2023,AM,17.7,120.8,11.48
24,5/21/2023,AM,17.6,108.1,10.27
25,5/21/2023,AM,17.6,79.7,7.6
26,5/21/2023,AM,17.9,74.6,7.05
27,5/21/2023,AM,17.8,117.9,11.18
28,5/21/2023,AM,17.8,110.2,10.45
29,5/21/2023,AM,17.7,88.3,8.4
30,5/21/2023,AM,17.7,83.3,7.91
1,5/21/2023,PM,21.9,98,8.7
2,5/21/2023,PM,21.7,136.5,12.04
3,5/21/2023,PM,21.5,128.9,11.3
4,5/21/2023,PM,21.4,83.8,7.48
5,5/21/2023,PM,21.3,66.5,5.81
6,5/21/2023,PM,21.7,81.4,7.13
7,5/21/2023,PM,21.3,140.7,12.49
8,5/21/2023,PM,21.3,129.6,11.43
9,5/21/2023,PM,21.1,90.4,7.9
10,5/21/2023,PM,21,91.4,8.12
11,5/21/2023,PM,21.5,140.5,12.46
12,5/21/2023,PM,21.5,113.6,10
13,5/21/2023,PM,21.2,183.3,16.2
14,5/21/2023,PM,21.1,99,8.77
15,5/21/2023,PM,21.1,87.6,7.77
16,5/21/2023,PM,21.4,71,6.25
17,5/21/2023,PM,21.4,131.31,11.62
18,5/21/2023,PM,21.3,95.5,8.42
19,5/21/2023,PM,21.1,154.5,13.76
20,5/21/2023,PM,21,103.2,11.3
21,5/21/2023,PM,21.4,170.3,15.08
22,5/21/2023,PM,21.3,12.5,10.7
23,5/21/2023,PM,21.2,150.7,13.35
24,5/21/2023,PM,21.1,132.3,11.71
25,5/21/2023,PM,21.2,99.1,8.74
26,5/21/2023,PM,21.7,86.9,7.63
27,5/21/2023,PM,21.5,150.4,13.3
28,5/21/2023,PM,21.6,133.7,11.76
29,5/21/2023,PM,21.4,115.8,10.2
30,5/21/2023,PM,21.5,105,9.22
1,5/22/2023,AM,18.1,99.1,9.36
2,5/22/2023,AM,18.1,135.3,12.78
3,5/22/2023,AM,17.9,115.8,10.94
4,5/22/2023,AM,17.9,80.4,7.6
5,5/22/2023,AM,17.9,59,5.58
6,5/22/2023,AM,18,77.7,7.34
7,5/22/2023,AM,17.9,143.4,13.58
8,5/22/2023,AM,17.8,111.6,10.6
9,5/22/2023,AM,17.7,82,7.78
10,5/22/2023,AM,17.7,83,7.89
11,5/22/2023,AM,18.3,108.1,10.16
12,5/22/2023,AM,18.4,90.6,8.48
13,5/22/2023,AM,18.3,131,12.26
14,5/22/2023,AM,18.2,80.7,7.58
15,5/22/2023,AM,18.1,74,6.96
16,5/22/2023,AM,18.3,58.4,5.47
17,5/22/2023,AM,18.3,104.5,9.82
18,5/22/2023,AM,18.3,75,7.18
19,5/22/2023,AM,18.3,117.4,11.09
20,5/22/2023,AM,18.1,83.2,7.82
21,5/22/2023,AM,18.2,125.9,11.87
22,5/22/2023,AM,18.4,92.8,8.72
23,5/22/2023,AM,18.3,117.5,11.04
24,5/22/2023,AM,18.2,103.1,9.69
25,5/22/2023,AM,18.2,80.5,7.53
26,5/22/2023,AM,18.4,74.7,6.96
27,5/22/2023,AM,18.4,112.9,10.61
28,5/22/2023,AM,18.4,107.2,10.05
29,5/22/2023,AM,18.2,91.3,8.57
30,5/22/2023,AM,18.4,86.1,8.06
1,5/22/2023,PM,19.8,98.1,8.94
2,5/22/2023,PM,19.7,133.7,12.22
3,5/22/2023,PM,19.6,117.8,10.77
4,5/22/2023,PM,19.5,83.3,7.61
5,5/22/2023,PM,19.4,61,5.54
6,5/22/2023,PM,19.6,77.4,7.09
7,5/22/2023,PM,19.4,143.6,13.15
8,5/22/2023,PM,19.4,119.4,10.95
9,5/22/2023,PM,19.2,80.1,7.37
10,5/22/2023,PM,19.2,86,7.93
11,5/22/2023,PM,19.5,150.5,13.8
12,5/22/2023,PM,19.5,105.2,9.62
13,5/22/2023,PM,19.4,181.8,16.72
14,5/22/2023,PM,19.2,87.7,8.07
15,5/22/2023,PM,19.2,83.7,7.73
16,5/22/2023,PM,19.4,69.2,6.35
17,5/22/2023,PM,19.4,131,12.09
18,5/22/2023,PM,19.3,88,8.08
19,5/22/2023,PM,19.3,159.4,15.67
20,5/22/2023,PM,19.2,95.2,8.78
21,5/22/2023,PM,19.4,167.5,15.4
22,5/22/2023,PM,19.4,112.5,10.3
23,5/22/2023,PM,19.3,149.5,13.75
24,5/22/2023,PM,19.2,122.6,11.29
25,5/22/2023,PM,19.3,87.6,8.04
26,5/22/2023,PM,19.5,84.8,7.76
27,5/22/2023,PM,19.6,154,14.12
28,5/22/2023,PM,19.6,129.6,11.86
29,5/22/2023,PM,19.4,122.1,10.31
30,5/22/2023,PM,19.5,103,9.43
1,5/23/2023,PM,18.1,99.1,9.36
2,5/23/2023,PM,18.1,135.3,12.78
3,5/23/2023,PM,17.9,115.8,10.94
4,5/23/2023,PM,17.9,80.4,7.6
5,5/23/2023,PM,17.9,59,5.58
6,5/23/2023,PM,18,77.7,7.34
7,5/23/2023,PM,17.9,143.4,13.58
8,5/23/2023,PM,17.8,111.6,10.6
9,5/23/2023,PM,17.7,82,7.78
10,5/23/2023,PM,17.7,83,7.89
11,5/23/2023,PM,179,154.9,14.71
12,5/23/2023,PM,17.8,101.5,9.6
13,5/23/2023,PM,17.8,176.9,16.89
14,5/23/2023,PM,17.7,86.3,8.2
15,5/23/2023,PM,17.7,71.7,7.58
16,5/23/2023,PM,17.8,71,6.74
17,5/23/2023,PM,17.8,126.3,12.01
18,5/23/2023,PM,17.8,87.6,8.29
19,5/23/2023,PM,17.7,147,13.94
20,5/23/2023,PM,17.7,93,8.84
21,5/23/2023,PM,17.7,159.9,15.23
22,5/23/2023,PM,17.8,108.8,10.3
23,5/23/2023,PM,17.8,149.8,14.2
24,5/23/2023,PM,17.6,120.4,11.44
25,5/23/2023,PM,17.7,84,7.98
26,5/23/2023,PM,17.9,86.6,8.17
27,5/23/2023,PM,17.9,157.1,14.78
28,5/23/2023,PM,17.9,126.5,11.98
29,5/23/2023,PM,17.8,109.5,10.4
30,5/23/2023,PM,17.9,99.6,9.43
1,6/11/2023,AM,17.7,95,9.02
2,6/11/2023,AM,17.6,98,9.32
3,6/11/2023,AM,17.6,97.2,9.25
4,6/11/2023,AM,17.5,92.9,8.86
5,6/11/2023,AM,17.5,97.7,5.48
6,6/11/2023,AM,17.6,93.5,8.96
7,6/11/2023,AM,17.6,65,6.18
8,6/11/2023,AM,17.5,79.1,7.55
9,6/11/2023,AM,17.4,79,7.54
10,6/11/2023,AM,17.4,75.1,7.17
11,6/11/2023,AM,17.7,46.4,4.41
12,6/11/2023,AM,17.6,70.5,6.74
13,6/11/2023,AM,17.6,100.5,9.62
14,6/11/2023,AM,17.5,91.2,8.68
15,6/11/2023,AM,17.4,105,10.06
16,6/11/2023,AM,17.6,25.4,2.4
17,6/11/2023,AM,17.6,63.5,6.06
18,6/11/2023,AM,17.6,112.9,10.45
19,6/11/2023,AM,17.5,32.2,3.05
20,6/11/2023,AM,17.5,100.7,9.65
21,6/11/2023,AM,17.6,33.2,3.13
22,6/11/2023,AM,17.6,84.2,8.07
23,6/11/2023,AM,17.7,67.6,6.4
24,6/11/2023,AM,17.5,72,6.87
25,6/11/2023,AM,17.5,104.5,9.99
26,6/11/2023,AM,17.6,83.7,7.94
27,6/11/2023,AM,17.7,136.7,13.07
28,6/11/2023,AM,17.6,92.5,8.8
29,6/11/2023,AM,17.5,108.6,10.39
30,6/11/2023,AM,17.6,111.4,10.62
1,6/11/2023,PM,20.3,108.3,9.77
2,6/11/2023,PM,20.2,117.2,10.58
3,6/11/2023,PM,20.1,114.7,10.38
4,6/11/2023,PM,19.9,111,10.04
5,6/11/2023,PM,19.9,72.5,6.56
6,6/11/2023,PM,20,107.8,9.84
7,6/11/2023,PM,19.9,77.9,7.02
8,6/11/2023,PM,19.8,89.2,8.05
9,6/11/2023,PM,19.6,93,8.51
10,6/11/2023,PM,19.6,89.2,8.15
11,6/11/2023,PM,20,64.3,5.83
12,6/11/2023,PM,19.8,81.9,7.46
13,6/11/2023,PM,19.8,134.5,12.3
14,6/11/2023,PM,19.6,110.4,10.05
15,6/11/2023,PM,19.5,131.3,12.06
16,6/11/2023,PM,19.8,33.9,2.97
17,6/11/2023,PM,19.9,81.6,7.43
18,6/11/2023,PM,19.7,133.9,13.32
19,6/11/2023,PM,19.7,55.5,4.99
20,6/11/2023,PM,19.5,124.9,11.45
21,6/11/2023,PM,19.8,43.9,3.92
22,6/11/2023,PM,19.8,100.9,9.45
23,6/11/2023,PM,19.8,85.2,7.76
24,6/11/2023,PM,19.6,93.1,8.51
25,6/11/2023,PM,19.7,126.5,11.63
26,6/11/2023,PM,19.9,97.4,8.75
27,6/11/2023,PM,20,187.9,17.09
28,6/11/2023,PM,20,109.7,9.94
29,6/11/2023,PM,19.8,132.9,12.15
30,6/11/2023,PM,19.9,132.8,12.07
1,6/12/2023,AM,17.5,94.4,8.98
2,6/12/2023,AM,17.5,98.6,9.37
3,6/12/2023,AM,17.5,97.3,9.28
4,6/12/2023,AM,17.4,91.8,8.77
5,6/12/2023,AM,17.4,56.8,5.46
6,6/12/2023,AM,17.4,94.5,9.05
7,6/12/2023,AM,17.4,63.3,6.05
8,6/12/2023,AM,17.4,77.2,7.39
9,6/12/2023,AM,17.4,78.6,7.52
10,6/12/2023,AM,17.3,74.6,7.14
11,6/12/2023,AM,17.5,49.5,4.71
12,6/12/2023,AM,17.5,69.8,6.67
13,6/12/2023,AM,17.5,105.9,10.15
14,6/12/2023,AM,17.4,92.5,8.84
15,6/12/2023,AM,17.3,107.5,10.37
16,6/12/2023,AM,17.4,27.1,2.55
17,6/12/2023,AM,17.5,59.2,5.66
18,6/12/2023,AM,17.5,107.5,10.45
19,6/12/2023,AM,17.4,36.1,3.33
20,6/12/2023,AM,17.3,100.9,9.73
21,6/12/2023,AM,17.3,31.3,2.96
22,6/12/2023,AM,17.5,85.9,8.25
23,6/12/2023,AM,17.6,67,6.36
24,6/12/2023,AM,17.4,73.9,7.09
25,6/12/2023,AM,17.4,107.5,10.25
26,6/12/2023,AM,17.4,85.5,8.12
27,6/12/2023,AM,17.5,129.6,12.59
28,6/12/2023,AM,17.5,96.6,9.12
29,6/12/2023,AM,17.4,107.7,10.3
30,6/12/2023,AM,17.5,110.2,10.52
1,6/12/2023,PM,24.8,114.1,9.45
2,6/12/2023,PM,24.5,125,10.38
3,6/12/2023,PM,24.2,125.1,10.52
4,6/12/2023,PM,24.3,120.3,10.05
5,6/12/2023,PM,24.5,84.3,6.97
6,6/12/2023,PM,24.2,118.6,9.97
7,6/12/2023,PM,23.7,83.5,7.04
8,6/12/2023,PM,23.6,97.8,8.28
9,6/12/2023,PM,23.4,101.1,8.59
10,6/12/2023,PM,23.4,95.1,8.08
11,6/12/2023,PM,24.1,75.8,6.34
12,6/12/2023,PM,23.6,86,7.28
13,6/12/2023,PM,23.4,154.1,13.09
14,6/12/2023,PM,23.3,125.8,10.69
15,6/12/2023,PM,23.4,144,12.28
16,6/12/2023,PM,23.9,40.4,3.35
17,6/12/2023,PM,23.8,83.4,7.05
18,6/12/2023,PM,23.4,144.9,12.33
19,6/12/2023,PM,23.3,48.8,4.15
20,6/12/2023,PM,23.3,136.3,11.64
21,6/12/2023,PM,24,48.7,4.06
22,6/12/2023,PM,23.6,117.4,9.96
23,6/12/2023,PM,23.5,100.8,8.52
24,6/12/2023,PM,23.2,105.7,8.99
25,6/12/2023,PM,23.4,139.5,11.86
26,6/12/2023,PM,24.1,102.6,8.59
27,6/12/2023,PM,23.8,226,19.19
28,6/12/2023,PM,24,123.5,10.34
29,6/12/2023,PM,23.7,138.7,11.72
30,6/12/2023,PM,23.9,141.8,11.96
1,6/13/2023,AM,19.3,91.4,8.38
2,6/13/2023,AM,19.3,94.8,8.74
3,6/13/2023,AM,19.2,97.8,9.01
4,6/13/2023,AM,19.2,94.1,8.66
5,6/13/2023,AM,19.1,60.5,5.62
6,6/13/2023,AM,19.3,93.5,8.59
7,6/13/2023,AM,19.2,71.3,6.53
8,6/13/2023,AM,19,78.2,7.24
9,6/13/2023,AM,19,79.6,7.37
10,6/13/2023,AM,18.9,75.5,6.98
11,6/13/2023,AM,19.4,54.3,4.96
12,6/13/2023,AM,19.2,68,6.25
13,6/13/2023,AM,19.1,113.5,10.42
14,6/13/2023,AM,19,98.7,9.13
15,6/13/2023,AM,18.9,110.6,10.27
16,6/13/2023,AM,19.3,27.9,2.43
17,6/13/2023,AM,19.2,56.7,5.22
18,6/13/2023,AM,19.1,113.5,10.56
19,6/13/2023,AM,19.1,24.5,2.24
20,6/13/2023,AM,18.9,101.9,9.63
21,6/13/2023,AM,19.3,34.6,3.14
22,6/13/2023,AM,19.2,87.5,8.08
23,6/13/2023,AM,19.2,65.5,5.99
24,6/13/2023,AM,18.9,75,6.97
25,6/13/2023,AM,19,104.3,9.73
26,6/13/2023,AM,19.3,79.1,7.28
27,6/13/2023,AM,19.1,150.2,13.93
28,6/13/2023,AM,19.2,93.3,8.59
29,6/13/2023,AM,19,105,9.72
30,6/13/2023,AM,19.1,110.5,10.22
1,6/13/2023,PM,23.2,111.3,9.47
2,6/13/2023,PM,22.8,119.6,10.28
3,6/13/2023,PM,22.5,121,10.45
4,6/13/2023,PM,22.7,114.6,9.86
5,6/13/2023,PM,23.3,78.3,6.52
6,6/13/2023,PM,22.4,113.9,9.87
7,6/13/2023,PM,22,83,7.22
8,6/13/2023,PM,21.8,90.6,7.95
9,6/13/2023,PM,21.7,96,8.41
10,6/13/2023,PM,21.9,93.8,8.2
11,6/13/2023,PM,22.4,85.5,7.4
12,6/13/2023,PM,21.9,82.5,7.21
13,6/13/2023,PM,21.7,154.6,13.44
14,6/13/2023,PM,21.6,127.8,11.21
15,6/13/2023,PM,21.7,143.4,12.55
16,6/13/2023,PM,22.2,43.1,3.72
17,6/13/2023,PM,21.9,72.7,6.36
18,6/13/2023,PM,21.7,145,12.72
19,6/13/2023,PM,21.6,46.7,4.09
20,6/13/2023,PM,21.7,132.7,11.7
21,6/13/2023,PM,22.3,52.2,4.48
22,6/13/2023,PM,21.8,109.6,9.61
23,6/13/2023,PM,21.7,94.7,8.28
24,6/13/2023,PM,21.6,101.6,8.95
25,6/13/2023,PM,21.9,131.4,11.53
26,6/13/2023,PM,22.3,97.4,8.44
27,6/13/2023,PM,22.1,209.2,18.2
28,6/13/2023,PM,22,118.1,10.27
29,6/13/2023,PM,21.9,129.8,11.35
30,6/13/2023,PM,22.1,133.1,11.57
